ZIP_CODE,Load Zone,Utility
11536,National Grid in Long Island,Niagara Mohawk Power Corporation
11542,National Grid in Long Island,Niagara Mohawk Power Corporation
11545,National Grid in Long Island,Niagara Mohawk Power Corporation
11547,National Grid in Long Island,Niagara Mohawk Power Corporation
11548,National Grid in Long Island,Niagara Mohawk Power Corporation
11549,National Grid in Long Island,Niagara Mohawk Power Corporation
11550,National Grid in Long Island,Niagara Mohawk Power Corporation
11551,National Grid in Long Island,Niagara Mohawk Power Corporation
11552,National Grid in Long Island,Niagara Mohawk Power Corporation
11553,National Grid in Long Island,Niagara Mohawk Power Corporation
11554,National Grid in Long Island,Niagara Mohawk Power Corporation
11555,National Grid in Long Island,Niagara Mohawk Power Corporation
11556,National Grid in Long Island,Niagara Mohawk Power Corporation
11557,National Grid in Long Island,Niagara Mohawk Power Corporation
11558,National Grid in Long Island,Niagara Mohawk Power Corporation
11559,National Grid in Long Island,Niagara Mohawk Power Corporation
11560,National Grid in Long Island,Niagara Mohawk Power Corporation
11561,National Grid in Long Island,Niagara Mohawk Power Corporation
11563,National Grid in Long Island,Niagara Mohawk Power Corporation
11565,National Grid in Long Island,Niagara Mohawk Power Corporation
11566,National Grid in Long Island,Niagara Mohawk Power Corporation
11568,National Grid in Long Island,Niagara Mohawk Power Corporation
11569,National Grid in Long Island,Niagara Mohawk Power Corporation
11570,National Grid in Long Island,Niagara Mohawk Power Corporation
11571,National Grid in Long Island,Niagara Mohawk Power Corporation
11572,National Grid in Long Island,Niagara Mohawk Power Corporation
11575,National Grid in Long Island,Niagara Mohawk Power Corporation
11576,National Grid in Long Island,Niagara Mohawk Power Corporation
11577,National Grid in Long Island,Niagara Mohawk Power Corporation
11579,National Grid in Long Island,Niagara Mohawk Power Corporation
11580,National Grid in Long Island,Niagara Mohawk Power Corporation
11581,National Grid in Long Island,Niagara Mohawk Power Corporation
11582,National Grid in Long Island,Niagara Mohawk Power Corporation
11590,National Grid in Long Island,Niagara Mohawk Power Corporation
11592,National Grid in Long Island,Niagara Mohawk Power Corporation
11594,National Grid in Long Island,Niagara Mohawk Power Corporation
11595,National Grid in Long Island,Niagara Mohawk Power Corporation
11596,National Grid in Long Island,Niagara Mohawk Power Corporation
11597,National Grid in Long Island,Niagara Mohawk Power Corporation
11598,National Grid in Long Island,Niagara Mohawk Power Corporation
11599,National Grid in Long Island,Niagara Mohawk Power Corporation
11690,National Grid in Long Island,Niagara Mohawk Power Corporation
11691,National Grid in Long Island,Niagara Mohawk Power Corporation
11692,National Grid in Long Island,Niagara Mohawk Power Corporation
11693,National Grid in Long Island,Niagara Mohawk Power Corporation
11694,National Grid in Long Island,Niagara Mohawk Power Corporation
11695,National Grid in Long Island,Niagara Mohawk Power Corporation
11697,National Grid in Long Island,Niagara Mohawk Power Corporation
11701,National Grid in Long Island,Niagara Mohawk Power Corporation
11702,National Grid in Long Island,Niagara Mohawk Power Corporation
11703,National Grid in Long Island,Niagara Mohawk Power Corporation
11704,National Grid in Long Island,Niagara Mohawk Power Corporation
11705,National Grid in Long Island,Niagara Mohawk Power Corporation
11706,National Grid in Long Island,Niagara Mohawk Power Corporation
11707,National Grid in Long Island,Niagara Mohawk Power Corporation
11708,National Grid in Long Island,Niagara Mohawk Power Corporation
11709,National Grid in Long Island,Niagara Mohawk Power Corporation
11710,National Grid in Long Island,Niagara Mohawk Power Corporation
11713,National Grid in Long Island,Niagara Mohawk Power Corporation
11714,National Grid in Long Island,Niagara Mohawk Power Corporation
11715,National Grid in Long Island,Niagara Mohawk Power Corporation
11716,National Grid in Long Island,Niagara Mohawk Power Corporation
11717,National Grid in Long Island,Niagara Mohawk Power Corporation
11718,National Grid in Long Island,Niagara Mohawk Power Corporation
11719,National Grid in Long Island,Niagara Mohawk Power Corporation
11720,National Grid in Long Island,Niagara Mohawk Power Corporation
11721,National Grid in Long Island,Niagara Mohawk Power Corporation
11722,National Grid in Long Island,Niagara Mohawk Power Corporation
11724,National Grid in Long Island,Niagara Mohawk Power Corporation
11725,National Grid in Long Island,Niagara Mohawk Power Corporation
11726,National Grid in Long Island,Niagara Mohawk Power Corporation
11727,National Grid in Long Island,Niagara Mohawk Power Corporation
11729,National Grid in Long Island,Niagara Mohawk Power Corporation
11730,National Grid in Long Island,Niagara Mohawk Power Corporation
11731,National Grid in Long Island,Niagara Mohawk Power Corporation
11732,National Grid in Long Island,Niagara Mohawk Power Corporation
11733,National Grid in Long Island,Niagara Mohawk Power Corporation
11735,National Grid in Long Island,Niagara Mohawk Power Corporation
11736,National Grid in Long Island,Niagara Mohawk Power Corporation
11737,National Grid in Long Island,Niagara Mohawk Power Corporation
11738,National Grid in Long Island,Niagara Mohawk Power Corporation
11739,National Grid in Long Island,Niagara Mohawk Power Corporation
11740,National Grid in Long Island,Niagara Mohawk Power Corporation
11741,National Grid in Long Island,Niagara Mohawk Power Corporation
11742,National Grid in Long Island,Niagara Mohawk Power Corporation
11743,National Grid in Long Island,Niagara Mohawk Power Corporation
11746,National Grid in Long Island,Niagara Mohawk Power Corporation
11747,National Grid in Long Island,Niagara Mohawk Power Corporation
11749,National Grid in Long Island,Niagara Mohawk Power Corporation
11750,National Grid in Long Island,Niagara Mohawk Power Corporation
11751,National Grid in Long Island,Niagara Mohawk Power Corporation
11752,National Grid in Long Island,Niagara Mohawk Power Corporation
11753,National Grid in Long Island,Niagara Mohawk Power Corporation
11754,National Grid in Long Island,Niagara Mohawk Power Corporation
11755,National Grid in Long Island,Niagara Mohawk Power Corporation
11756,National Grid in Long Island,Niagara Mohawk Power Corporation
11757,National Grid in Long Island,Niagara Mohawk Power Corporation
11758,National Grid in Long Island,Niagara Mohawk Power Corporation
11760,National Grid in Long Island,Niagara Mohawk Power Corporation
11762,National Grid in Long Island,Niagara Mohawk Power Corporation
11763,National Grid in Long Island,Niagara Mohawk Power Corporation
11764,National Grid in Long Island,Niagara Mohawk Power Corporation
11765,National Grid in Long Island,Niagara Mohawk Power Corporation
11766,National Grid in Long Island,Niagara Mohawk Power Corporation
11767,National Grid in Long Island,Niagara Mohawk Power Corporation
11768,National Grid in Long Island,Niagara Mohawk Power Corporation
11769,National Grid in Long Island,Niagara Mohawk Power Corporation
11770,National Grid in Long Island,Niagara Mohawk Power Corporation
11771,National Grid in Long Island,Niagara Mohawk Power Corporation
11772,National Grid in Long Island,Niagara Mohawk Power Corporation
11773,National Grid in Long Island,Niagara Mohawk Power Corporation
11774,National Grid in Long Island,Niagara Mohawk Power Corporation
11775,National Grid in Long Island,Niagara Mohawk Power Corporation
11776,National Grid in Long Island,Niagara Mohawk Power Corporation
11777,National Grid in Long Island,Niagara Mohawk Power Corporation
11778,National Grid in Long Island,Niagara Mohawk Power Corporation
11779,National Grid in Long Island,Niagara Mohawk Power Corporation
11780,National Grid in Long Island,Niagara Mohawk Power Corporation
11782,National Grid in Long Island,Niagara Mohawk Power Corporation
11783,National Grid in Long Island,Niagara Mohawk Power Corporation
11784,National Grid in Long Island,Niagara Mohawk Power Corporation
11786,National Grid in Long Island,Niagara Mohawk Power Corporation
11787,National Grid in Long Island,Niagara Mohawk Power Corporation
11788,National Grid in Long Island,Niagara Mohawk Power Corporation
11789,National Grid in Long Island,Niagara Mohawk Power Corporation
11790,National Grid in Long Island,Niagara Mohawk Power Corporation
11791,National Grid in Long Island,Niagara Mohawk Power Corporation
11792,National Grid in Long Island,Niagara Mohawk Power Corporation
11793,National Grid in Long Island,Niagara Mohawk Power Corporation
11794,National Grid in Long Island,Niagara Mohawk Power Corporation
11795,National Grid in Long Island,Niagara Mohawk Power Corporation
11796,National Grid in Long Island,Niagara Mohawk Power Corporation
11797,National Grid in Long Island,Niagara Mohawk Power Corporation
11798,National Grid in Long Island,Niagara Mohawk Power Corporation
11801,National Grid in Long Island,Niagara Mohawk Power Corporation
11802,National Grid in Long Island,Niagara Mohawk Power Corporation
11803,National Grid in Long Island,Niagara Mohawk Power Corporation
11804,National Grid in Long Island,Niagara Mohawk Power Corporation
11815,National Grid in Long Island,Niagara Mohawk Power Corporation
11854,National Grid in Long Island,Niagara Mohawk Power Corporation
11855,National Grid in Long Island,Niagara Mohawk Power Corporation
11901,National Grid in Long Island,Niagara Mohawk Power Corporation
11930,National Grid in Long Island,Niagara Mohawk Power Corporation
11931,National Grid in Long Island,Niagara Mohawk Power Corporation
11932,National Grid in Long Island,Niagara Mohawk Power Corporation
11933,National Grid in Long Island,Niagara Mohawk Power Corporation
11934,National Grid in Long Island,Niagara Mohawk Power Corporation
11935,National Grid in Long Island,Niagara Mohawk Power Corporation
11937,National Grid in Long Island,Niagara Mohawk Power Corporation
11939,National Grid in Long Island,Niagara Mohawk Power Corporation
11940,National Grid in Long Island,Niagara Mohawk Power Corporation
11941,National Grid in Long Island,Niagara Mohawk Power Corporation
11942,National Grid in Long Island,Niagara Mohawk Power Corporation
11944,National Grid in Long Island,Niagara Mohawk Power Corporation
11946,National Grid in Long Island,Niagara Mohawk Power Corporation
11947,National Grid in Long Island,Niagara Mohawk Power Corporation
11948,National Grid in Long Island,Niagara Mohawk Power Corporation
11949,National Grid in Long Island,Niagara Mohawk Power Corporation
11950,National Grid in Long Island,Niagara Mohawk Power Corporation
11951,National Grid in Long Island,Niagara Mohawk Power Corporation
11952,National Grid in Long Island,Niagara Mohawk Power Corporation
11953,National Grid in Long Island,Niagara Mohawk Power Corporation
11954,National Grid in Long Island,Niagara Mohawk Power Corporation
11955,National Grid in Long Island,Niagara Mohawk Power Corporation
11956,National Grid in Long Island,Niagara Mohawk Power Corporation
11957,National Grid in Long Island,Niagara Mohawk Power Corporation
11958,National Grid in Long Island,Niagara Mohawk Power Corporation
11959,National Grid in Long Island,Niagara Mohawk Power Corporation
11960,National Grid in Long Island,Niagara Mohawk Power Corporation
11961,National Grid in Long Island,Niagara Mohawk Power Corporation
11962,National Grid in Long Island,Niagara Mohawk Power Corporation
11963,National Grid in Long Island,Niagara Mohawk Power Corporation
11964,National Grid in Long Island,Niagara Mohawk Power Corporation
11965,National Grid in Long Island,Niagara Mohawk Power Corporation
11967,National Grid in Long Island,Niagara Mohawk Power Corporation
11968,National Grid in Long Island,Niagara Mohawk Power Corporation
11969,National Grid in Long Island,Niagara Mohawk Power Corporation
11970,National Grid in Long Island,Niagara Mohawk Power Corporation
11971,National Grid in Long Island,Niagara Mohawk Power Corporation
11972,National Grid in Long Island,Niagara Mohawk Power Corporation
11973,National Grid in Long Island,Niagara Mohawk Power Corporation
11975,National Grid in Long Island,Niagara Mohawk Power Corporation
11976,National Grid in Long Island,Niagara Mohawk Power Corporation
11977,National Grid in Long Island,Niagara Mohawk Power Corporation
11978,National Grid in Long Island,Niagara Mohawk Power Corporation
11980,National Grid in Long Island,Niagara Mohawk Power Corporation
12007,National Grid in Upstate,Niagara Mohawk Power Corporation
12007,Central Hudson,Central Hudson Gas & Electric Corporation
12008,National Grid in Upstate,Niagara Mohawk Power Corporation
12009,National Grid in Upstate,Niagara Mohawk Power Corporation
12010,National Grid in Upstate,Niagara Mohawk Power Corporation
12015,Central Hudson,Central Hudson Gas & Electric Corporation
12016,National Grid in Upstate,Niagara Mohawk Power Corporation
12018,National Grid in Upstate,Niagara Mohawk Power Corporation
12019,National Grid in Upstate,Niagara Mohawk Power Corporation
12020,National Grid in Upstate,Niagara Mohawk Power Corporation
12025,National Grid in Upstate,Niagara Mohawk Power Corporation
12027,National Grid in Upstate,Niagara Mohawk Power Corporation
12029,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
12031,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
12033,National Grid in Upstate,Niagara Mohawk Power Corporation
12037,National Grid in Upstate,Niagara Mohawk Power Corporation
12042,Central Hudson,Central Hudson Gas & Electric Corporation
12043,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
12043,Dominion Pooling Area,New York State Electric & Gas Corporation
12045,National Grid in Upstate,Niagara Mohawk Power Corporation
12045,Central Hudson,Central Hudson Gas & Electric Corporation
12046,National Grid in Upstate,Niagara Mohawk Power Corporation
12046,Central Hudson,Central Hudson Gas & Electric Corporation
12047,National Grid in Upstate,Niagara Mohawk Power Corporation
12050,National Grid in Upstate,Niagara Mohawk Power Corporation
12051,Central Hudson,Central Hudson Gas & Electric Corporation
12053,National Grid in Upstate,Niagara Mohawk Power Corporation
12054,National Grid in Upstate,Niagara Mohawk Power Corporation
12055,Central Hudson,Central Hudson Gas & Electric Corporation
12058,Central Hudson,Central Hudson Gas & Electric Corporation
12061,National Grid in Upstate,Niagara Mohawk Power Corporation
12063,National Grid in Upstate,Niagara Mohawk Power Corporation
12065,National Grid in Upstate,Niagara Mohawk Power Corporation
12067,National Grid in Upstate,Niagara Mohawk Power Corporation
12068,National Grid in Upstate,Niagara Mohawk Power Corporation
12069,National Grid in Upstate,Niagara Mohawk Power Corporation
12070,National Grid in Upstate,Niagara Mohawk Power Corporation
12072,National Grid in Upstate,Niagara Mohawk Power Corporation
12074,National Grid in Upstate,Niagara Mohawk Power Corporation
12075,National Grid in Upstate,Niagara Mohawk Power Corporation
12077,National Grid in Upstate,Niagara Mohawk Power Corporation
12078,National Grid in Upstate,Niagara Mohawk Power Corporation
12083,Central Hudson,Central Hudson Gas & Electric Corporation
12084,National Grid in Upstate,Niagara Mohawk Power Corporation
12085,National Grid in Upstate,Niagara Mohawk Power Corporation
12087,Central Hudson,Central Hudson Gas & Electric Corporation
12092,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
12094,National Grid in Upstate,Niagara Mohawk Power Corporation
12095,National Grid in Upstate,Niagara Mohawk Power Corporation
12106,National Grid in Upstate,Niagara Mohawk Power Corporation
12107,National Grid in Upstate,Niagara Mohawk Power Corporation
12110,National Grid in Upstate,Niagara Mohawk Power Corporation
12117,National Grid in Upstate,Niagara Mohawk Power Corporation
12118,Dominion Pooling Area,New York State Electric & Gas Corporation
12118,National Grid in Upstate,Niagara Mohawk Power Corporation
12121,National Grid in Upstate,Niagara Mohawk Power Corporation
12122,Central Hudson,Central Hudson Gas & Electric Corporation
12123,National Grid in Upstate,Niagara Mohawk Power Corporation
12124,Central Hudson,Central Hudson Gas & Electric Corporation
12128,National Grid in Upstate,Niagara Mohawk Power Corporation
12132,National Grid in Upstate,Niagara Mohawk Power Corporation
12138,National Grid in Upstate,Niagara Mohawk Power Corporation
12140,National Grid in Upstate,Niagara Mohawk Power Corporation
12141,National Grid in Upstate,Niagara Mohawk Power Corporation
12143,National Grid in Upstate,Niagara Mohawk Power Corporation
12143,Central Hudson,Central Hudson Gas & Electric Corporation
12144,National Grid in Upstate,Niagara Mohawk Power Corporation
12148,National Grid in Upstate,Niagara Mohawk Power Corporation
12149,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
12150,National Grid in Upstate,Niagara Mohawk Power Corporation
12151,National Grid in Upstate,Niagara Mohawk Power Corporation
12153,National Grid in Upstate,Niagara Mohawk Power Corporation
12154,National Grid in Upstate,Niagara Mohawk Power Corporation
12156,National Grid in Upstate,Niagara Mohawk Power Corporation
12158,National Grid in Upstate,Niagara Mohawk Power Corporation
12158,Central Hudson,Central Hudson Gas & Electric Corporation
12159,National Grid in Upstate,Niagara Mohawk Power Corporation
12161,National Grid in Upstate,Niagara Mohawk Power Corporation
12166,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
12166,National Grid in Upstate,Niagara Mohawk Power Corporation
12170,Dominion Pooling Area,New York State Electric & Gas Corporation
12170,National Grid in Upstate,Niagara Mohawk Power Corporation
12172,National Grid in Upstate,Niagara Mohawk Power Corporation
12173,National Grid in Upstate,Niagara Mohawk Power Corporation
12174,National Grid in Upstate,Niagara Mohawk Power Corporation
12176,Central Hudson,Central Hudson Gas & Electric Corporation
12177,National Grid in Upstate,Niagara Mohawk Power Corporation
12180,National Grid in Upstate,Niagara Mohawk Power Corporation
12181,National Grid in Upstate,Niagara Mohawk Power Corporation
12182,National Grid in Upstate,Niagara Mohawk Power Corporation
12183,National Grid in Upstate,Niagara Mohawk Power Corporation
12184,National Grid in Upstate,Niagara Mohawk Power Corporation
12185,National Grid in Upstate,Niagara Mohawk Power Corporation
12186,National Grid in Upstate,Niagara Mohawk Power Corporation
12187,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
12188,National Grid in Upstate,Niagara Mohawk Power Corporation
12189,National Grid in Upstate,Niagara Mohawk Power Corporation
12192,Central Hudson,Central Hudson Gas & Electric Corporation
12193,Central Hudson,Central Hudson Gas & Electric Corporation
12196,National Grid in Upstate,Niagara Mohawk Power Corporation
12198,National Grid in Upstate,Niagara Mohawk Power Corporation
12201,National Grid in Upstate,Niagara Mohawk Power Corporation
12202,National Grid in Upstate,Niagara Mohawk Power Corporation
12203,National Grid in Upstate,Niagara Mohawk Power Corporation
12204,National Grid in Upstate,Niagara Mohawk Power Corporation
12205,National Grid in Upstate,Niagara Mohawk Power Corporation
12206,National Grid in Upstate,Niagara Mohawk Power Corporation
12207,National Grid in Upstate,Niagara Mohawk Power Corporation
12208,National Grid in Upstate,Niagara Mohawk Power Corporation
12209,National Grid in Upstate,Niagara Mohawk Power Corporation
12210,National Grid in Upstate,Niagara Mohawk Power Corporation
12211,National Grid in Upstate,Niagara Mohawk Power Corporation
12212,National Grid in Upstate,Niagara Mohawk Power Corporation
12220,National Grid in Upstate,Niagara Mohawk Power Corporation
12222,National Grid in Upstate,Niagara Mohawk Power Corporation
12223,National Grid in Upstate,Niagara Mohawk Power Corporation
12224,National Grid in Upstate,Niagara Mohawk Power Corporation
12226,National Grid in Upstate,Niagara Mohawk Power Corporation
12227,National Grid in Upstate,Niagara Mohawk Power Corporation
12228,National Grid in Upstate,Niagara Mohawk Power Corporation
12229,National Grid in Upstate,Niagara Mohawk Power Corporation
12230,National Grid in Upstate,Niagara Mohawk Power Corporation
12231,National Grid in Upstate,Niagara Mohawk Power Corporation
12232,National Grid in Upstate,Niagara Mohawk Power Corporation
12233,National Grid in Upstate,Niagara Mohawk Power Corporation
12234,National Grid in Upstate,Niagara Mohawk Power Corporation
12235,National Grid in Upstate,Niagara Mohawk Power Corporation
12236,National Grid in Upstate,Niagara Mohawk Power Corporation
12237,National Grid in Upstate,Niagara Mohawk Power Corporation
12238,National Grid in Upstate,Niagara Mohawk Power Corporation
12239,National Grid in Upstate,Niagara Mohawk Power Corporation
12240,National Grid in Upstate,Niagara Mohawk Power Corporation
12241,National Grid in Upstate,Niagara Mohawk Power Corporation
12242,National Grid in Upstate,Niagara Mohawk Power Corporation
12243,National Grid in Upstate,Niagara Mohawk Power Corporation
12244,National Grid in Upstate,Niagara Mohawk Power Corporation
12245,National Grid in Upstate,Niagara Mohawk Power Corporation
12246,National Grid in Upstate,Niagara Mohawk Power Corporation
12247,National Grid in Upstate,Niagara Mohawk Power Corporation
12248,National Grid in Upstate,Niagara Mohawk Power Corporation
12249,National Grid in Upstate,Niagara Mohawk Power Corporation
12250,National Grid in Upstate,Niagara Mohawk Power Corporation
12252,National Grid in Upstate,Niagara Mohawk Power Corporation
12255,National Grid in Upstate,Niagara Mohawk Power Corporation
12256,National Grid in Upstate,Niagara Mohawk Power Corporation
12257,National Grid in Upstate,Niagara Mohawk Power Corporation
12260,National Grid in Upstate,Niagara Mohawk Power Corporation
12261,National Grid in Upstate,Niagara Mohawk Power Corporation
12288,National Grid in Upstate,Niagara Mohawk Power Corporation
12301,National Grid in Upstate,Niagara Mohawk Power Corporation
12302,National Grid in Upstate,Niagara Mohawk Power Corporation
12303,National Grid in Upstate,Niagara Mohawk Power Corporation
12304,National Grid in Upstate,Niagara Mohawk Power Corporation
12305,National Grid in Upstate,Niagara Mohawk Power Corporation
12306,National Grid in Upstate,Niagara Mohawk Power Corporation
12307,National Grid in Upstate,Niagara Mohawk Power Corporation
12308,National Grid in Upstate,Niagara Mohawk Power Corporation
12309,National Grid in Upstate,Niagara Mohawk Power Corporation
12325,National Grid in Upstate,Niagara Mohawk Power Corporation
12345,National Grid in Upstate,Niagara Mohawk Power Corporation
12401,Central Hudson,Central Hudson Gas & Electric Corporation
12402,Central Hudson,Central Hudson Gas & Electric Corporation
12404,Central Hudson,Central Hudson Gas & Electric Corporation
12405,Central Hudson,Central Hudson Gas & Electric Corporation
12407,Central Hudson,Central Hudson Gas & Electric Corporation
12409,Central Hudson,Central Hudson Gas & Electric Corporation
12412,Central Hudson,Central Hudson Gas & Electric Corporation
12413,Central Hudson,Central Hudson Gas & Electric Corporation
12414,Central Hudson,Central Hudson Gas & Electric Corporation
12417,Central Hudson,Central Hudson Gas & Electric Corporation
12418,Central Hudson,Central Hudson Gas & Electric Corporation
12420,Central Hudson,Central Hudson Gas & Electric Corporation
12423,Central Hudson,Central Hudson Gas & Electric Corporation
12424,Central Hudson,Central Hudson Gas & Electric Corporation
12429,Central Hudson,Central Hudson Gas & Electric Corporation
12431,Central Hudson,Central Hudson Gas & Electric Corporation
12432,Central Hudson,Central Hudson Gas & Electric Corporation
12433,Central Hudson,Central Hudson Gas & Electric Corporation
12436,Central Hudson,Central Hudson Gas & Electric Corporation
12440,Central Hudson,Central Hudson Gas & Electric Corporation
12442,Central Hudson,Central Hudson Gas & Electric Corporation
12443,Central Hudson,Central Hudson Gas & Electric Corporation
12444,Central Hudson,Central Hudson Gas & Electric Corporation
12446,Central Hudson,Central Hudson Gas & Electric Corporation
12448,Central Hudson,Central Hudson Gas & Electric Corporation
12449,Central Hudson,Central Hudson Gas & Electric Corporation
12451,Central Hudson,Central Hudson Gas & Electric Corporation
12452,Central Hudson,Central Hudson Gas & Electric Corporation
12453,Central Hudson,Central Hudson Gas & Electric Corporation
12456,Central Hudson,Central Hudson Gas & Electric Corporation
12457,Central Hudson,Central Hudson Gas & Electric Corporation
12458,Central Hudson,Central Hudson Gas & Electric Corporation
12461,Central Hudson,Central Hudson Gas & Electric Corporation
12463,Central Hudson,Central Hudson Gas & Electric Corporation
12466,Central Hudson,Central Hudson Gas & Electric Corporation
12468,Central Hudson,Central Hudson Gas & Electric Corporation
12469,Central Hudson,Central Hudson Gas & Electric Corporation
12470,Central Hudson,Central Hudson Gas & Electric Corporation
12471,Central Hudson,Central Hudson Gas & Electric Corporation
12472,Central Hudson,Central Hudson Gas & Electric Corporation
14032,National Fuel,National Fuel Gas Distribution Corporation
14033,National Fuel,National Fuel Gas Distribution Corporation
14034,National Fuel,National Fuel Gas Distribution Corporation
14035,National Fuel,National Fuel Gas Distribution Corporation
14036,National Fuel,National Fuel Gas Distribution Corporation
14037,National Fuel,National Fuel Gas Distribution Corporation
14038,National Fuel,National Fuel Gas Distribution Corporation
14039,National Fuel,National Fuel Gas Distribution Corporation
14040,National Fuel,National Fuel Gas Distribution Corporation
14042,National Fuel,National Fuel Gas Distribution Corporation
14043,National Fuel,National Fuel Gas Distribution Corporation
14047,National Fuel,National Fuel Gas Distribution Corporation
14048,National Fuel,National Fuel Gas Distribution Corporation
14051,National Fuel,National Fuel Gas Distribution Corporation
14052,National Fuel,National Fuel Gas Distribution Corporation
14054,National Fuel,National Fuel Gas Distribution Corporation
14055,National Fuel,National Fuel Gas Distribution Corporation
14056,National Fuel,National Fuel Gas Distribution Corporation
14057,National Fuel,National Fuel Gas Distribution Corporation
14058,National Fuel,National Fuel Gas Distribution Corporation
14059,National Fuel,National Fuel Gas Distribution Corporation
14061,National Fuel,National Fuel Gas Distribution Corporation
14062,National Fuel,National Fuel Gas Distribution Corporation
14063,National Fuel,National Fuel Gas Distribution Corporation
14065,National Fuel,National Fuel Gas Distribution Corporation
14066,National Fuel,National Fuel Gas Distribution Corporation
14067,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
14068,National Fuel,National Fuel Gas Distribution Corporation
14069,National Fuel,National Fuel Gas Distribution Corporation
14070,National Fuel,National Fuel Gas Distribution Corporation
14072,National Fuel,National Fuel Gas Distribution Corporation
14075,National Fuel,National Fuel Gas Distribution Corporation
14080,National Fuel,National Fuel Gas Distribution Corporation
14081,National Fuel,National Fuel Gas Distribution Corporation
14082,National Fuel,National Fuel Gas Distribution Corporation
14083,National Fuel,National Fuel Gas Distribution Corporation
14085,National Fuel,National Fuel Gas Distribution Corporation
14086,National Fuel,National Fuel Gas Distribution Corporation
14091,National Fuel,National Fuel Gas Distribution Corporation
14092,National Fuel,National Fuel Gas Distribution Corporation
14094,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
14095,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
14098,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
14101,National Fuel,National Fuel Gas Distribution Corporation
14102,National Fuel,National Fuel Gas Distribution Corporation
14103,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
14105,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
14107,National Fuel,National Fuel Gas Distribution Corporation
14108,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
14108,National Fuel,National Fuel Gas Distribution Corporation
14109,National Fuel,National Fuel Gas Distribution Corporation
14110,National Fuel,National Fuel Gas Distribution Corporation
14111,National Fuel,National Fuel Gas Distribution Corporation
14112,National Fuel,National Fuel Gas Distribution Corporation
14113,National Fuel,National Fuel Gas Distribution Corporation
14120,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
14120,National Fuel,National Fuel Gas Distribution Corporation
14125,National Fuel,National Fuel Gas Distribution Corporation
14126,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
14126,National Fuel,National Fuel Gas Distribution Corporation
14127,National Fuel,National Fuel Gas Distribution Corporation
14129,National Fuel,National Fuel Gas Distribution Corporation
14130,National Fuel,National Fuel Gas Distribution Corporation
14131,National Fuel,National Fuel Gas Distribution Corporation
14132,Tennessee Gas Pooling Area,New York State Electric & Gas Corporation
14132,National Fuel,National Fuel Gas Distribution Corporation
14133,National Fuel,National Fuel Gas Distribution Corporation
14134,National Fuel,National Fuel Gas Distribution Corporation
14135,National Fuel,National Fuel Gas Distribution Corporation
14136,National Fuel,National Fuel Gas Distribution Corporation
14138,National Fuel,National Fuel Gas Distribution Corporation
14139,National Fuel,National Fuel Gas Distribution Corporation
14140,National Fuel,National Fuel Gas Distribution Corporation
14141,National Fuel,National Fuel Gas Distribution Corporation
14143,RGE,Rochester Gas and Electric Corporation
14143,National Fuel,National Fuel Gas Distribution Corporation
14144,National Fuel,National Fuel Gas Distribution Corporation
14145,National Fuel,National Fuel Gas Distribution Corporation
14150,National Fuel,National Fuel Gas Distribution Corporation
14151,National Fuel,National Fuel Gas Distribution Corporation
14166,National Fuel,National Fuel Gas Distribution Corporation
14167,National Fuel,National Fuel Gas Distribution Corporation
14168,National Fuel,National Fuel Gas Distribution Corporation
14169,National Fuel,National Fuel Gas Distribution Corporation
14170,National Fuel,National Fuel Gas Distribution Corporation
14171,National Fuel,National Fuel Gas Distribution Corporation
14172,National Fuel,National Fuel Gas Distribution Corporation
14173,National Fuel,National Fuel Gas Distribution Corporation
14174,National Fuel,National Fuel Gas Distribution Corporation
14201,National Fuel,National Fuel Gas Distribution Corporation
14202,National Fuel,National Fuel Gas Distribution Corporation
14203,National Fuel,National Fuel Gas Distribution Corporation
14204,National Fuel,National Fuel Gas Distribution Corporation
14205,National Fuel,National Fuel Gas Distribution Corporation
14206,National Fuel,National Fuel Gas Distribution Corporation
14207,National Fuel,National Fuel Gas Distribution Corporation
14208,National Fuel,National Fuel Gas Distribution Corporation
14209,National Fuel,National Fuel Gas Distribution Corporation
14210,National Fuel,National Fuel Gas Distribution Corporation
14211,National Fuel,National Fuel Gas Distribution Corporation
14212,National Fuel,National Fuel Gas Distribution Corporation
14213,National Fuel,National Fuel Gas Distribution Corporation
14214,National Fuel,National Fuel Gas Distribution Corporation
14215,National Fuel,National Fuel Gas Distribution Corporation
14216,National Fuel,National Fuel Gas Distribution Corporation
