"","GEOID","NAME","variable","estimate","moe","geoid_int","sf_tag","area","intersection_area","coverage","pre_screened","dac","Utility"
"1","12758","ZCTA5 12758","S1901_C01_012",60368,8693,12758,FALSE,397703044.31829,390890219.105736,0.982869567357143,FALSE,TRUE,"NYSEG"
"2","14212","ZCTA5 14212","S1901_C01_012",24060,3810,14212,FALSE,4918492.27390784,1338573.5964763,0.272151204461033,TRUE,TRUE,"NYSEG"
"3","13102","ZCTA5 13102","S1901_C01_012",NA,NA,13102,FALSE,152475.588881131,152475.588881131,0.999999999999998,FALSE,FALSE,"NYSEG"
"4","14456","ZCTA5 14456","S1901_C01_012",47522,3224,14456,FALSE,202248720.207283,202248720.207547,1.0000000000013,FALSE,TRUE,"NYSEG"
"5","13856","ZCTA5 13856","S1901_C01_012",50764,6147,13856,FALSE,490702068.799847,490702068.799765,0.999999999999834,FALSE,TRUE,"NYSEG"
"6","10535","ZCTA5 10535","S1901_C01_012",NA,NA,10535,FALSE,1407719.13499477,1407719.13499441,0.999999999999739,FALSE,FALSE,"NYSEG"
"7","14854","ZCTA5 14854","S1901_C01_012",NA,NA,14854,FALSE,57215.9630019323,57215.9630027416,1.00000000001414,FALSE,FALSE,"NYSEG"
"8","12997","ZCTA5 12997","S1901_C01_012",60547,11607,12997,FALSE,168947937.901093,168838458.850012,0.999351995339858,FALSE,FALSE,"NYSEG"
"9","10505","ZCTA5 10505","S1901_C01_012",NA,NA,10505,FALSE,1707802.04115442,1707802.04115483,1.00000000000024,FALSE,FALSE,"NYSEG"
"10","13845","ZCTA5 13845","S1901_C01_012",NA,NA,13845,FALSE,993707.362617138,993707.362616803,0.999999999999662,FALSE,FALSE,"NYSEG"
"11","14169","ZCTA5 14169","S1901_C01_012",31765,9640,14169,FALSE,777113.017277866,777113.017278134,1.00000000000034,FALSE,FALSE,"NYSEG"
"12","14527","ZCTA5 14527","S1901_C01_012",51875,6746,14527,FALSE,350490977.758194,344979064.767233,0.984273737868472,FALSE,TRUE,"NYSEG"
"13","14537","ZCTA5 14537","S1901_C01_012",NA,NA,14537,FALSE,866718.081298832,866718.081296481,0.999999999997287,FALSE,TRUE,"NYSEG"
"14","12866","ZCTA5 12866","S1901_C01_012",80151,4478,12866,FALSE,183875877.47423,12146904.9690484,0.0660603507969706,FALSE,FALSE,"NYSEG"
"15","12911","ZCTA5 12911","S1901_C01_012",NA,NA,12911,FALSE,337878.740876151,337878.740875783,0.999999999998912,FALSE,TRUE,"NYSEG"
"16","12767","ZCTA5 12767","S1901_C01_012",74688,43033,12767,FALSE,7689293.80048568,7689293.80051113,1.00000000000331,FALSE,FALSE,"NYSEG"
"17","12776","ZCTA5 12776","S1901_C01_012",55398,6320,12776,FALSE,287223107.337204,287223107.337479,1.00000000000096,FALSE,FALSE,"NYSEG"
"18","12789","ZCTA5 12789","S1901_C01_012",47028,12757,12789,FALSE,25130820.7096416,25130793.2110981,0.999998905784106,FALSE,TRUE,"NYSEG"
"19","14424","ZCTA5 14424","S1901_C01_012",62717,3904,14424,FALSE,329267440.56812,49626453.9676316,0.150717768759662,FALSE,TRUE,"NYSEG"
"20","14437","ZCTA5 14437","S1901_C01_012",49398,7131,14437,FALSE,320984488.25334,302919408.03994,0.943719771906416,FALSE,FALSE,"NYSEG"
"21","14441","ZCTA5 14441","S1901_C01_012",56250,9345,14441,FALSE,914208.127082372,914208.127081927,0.999999999999513,FALSE,TRUE,"NYSEG"
"22","14102","ZCTA5 14102","S1901_C01_012",89792,18236,14102,FALSE,9896230.91506733,9896230.91495827,0.99999999998898,FALSE,FALSE,"NYSEG"
